name,latitude,longitude,description,address,phone,url,Medical marijuana available beginning:,Open on:,Product available as of 10/28/2025:,Address,City,State,Zip Code,Phone number,Website
Verilife - Plymouth Meeting,,,Medical marijuana available beginning:: 11/6/21 Open on:: 11/6/21 Product available as of 10/28/2025:: Yes Address: 601 W. Germantown Pike City: Plymouth Meeting State: Pennsylvania Zip Code: 19462 Phone number: 484-484-9105 Website: www.verilife.com/pa,"Medical marijuana available beginning:: 11/6/21, Open on:: 11/6/21, Product available as of 10/28/2025:: Yes, Address: 601 W. Germantown Pike, City: Plymouth Meeting, State: Pennsylvania, Zip Code: 19462, Phone number: 484-484-9105, Website: www.verilife.com/pa",484-484-9105,,11/6/21,11/6/21,Yes,601 W. Germantown Pike,Plymouth Meeting,Pennsylvania,19462,484-484-9105,www.verilife.com/pa
Ayr Wellness - Montgomeryville,,,Medical marijuana available beginning:: 11/12/21 Open on:: 11/12/21 Product available as of 10/28/2025:: Yes Address: 801 Horsham Rd. City: Montgomeryville State: Pennsylvania Zip Code: 18936 Phone number: 215-702-6068 Website: www.ayrwellnessdispensary.com,"Medical marijuana available beginning:: 11/12/21, Open on:: 11/12/21, Product available as of 10/28/2025:: Yes, Address: 801 Horsham Rd., City: Montgomeryville, State: Pennsylvania, Zip Code: 18936, Phone number: 215-702-6068, Website: www.ayrwellnessdispensary.com",215-702-6068,,11/12/21,11/12/21,Yes,801 Horsham Rd.,Montgomeryville,Pennsylvania,18936,215-702-6068,www.ayrwellnessdispensary.com
Verilife - Quakertown,,,Medical marijuana available beginning:: 11/20/21 Open on:: 11/20/21 Product available as of 10/28/2025:: Yes Address: 895 S. West End Blvd. City: Quakertown State: Pennsylvania Zip Code: 18951 Phone number: 215-515-5997 Website: www.verilife.com/pa,"Medical marijuana available beginning:: 11/20/21, Open on:: 11/20/21, Product available as of 10/28/2025:: Yes, Address: 895 S. West End Blvd., City: Quakertown, State: Pennsylvania, Zip Code: 18951, Phone number: 215-515-5997, Website: www.verilife.com/pa",215-515-5997,,11/20/21,11/20/21,Yes,895 S. West End Blvd.,Quakertown,Pennsylvania,18951,215-515-5997,www.verilife.com/pa
Verilife - Lancaster,,,Medical marijuana available beginning:: 11/23/21 Open on:: 11/23/21 Product available as of 10/28/2025:: Yes Address: 2359 Lincoln Highway East City: Lancaster State: Pennsylvania Zip Code: 17602 Phone number: 717-999-0840 Website: www.verilife.com/pa,"Medical marijuana available beginning:: 11/23/21, Open on:: 11/23/21, Product available as of 10/28/2025:: Yes, Address: 2359 Lincoln Highway East, City: Lancaster, State: Pennsylvania, Zip Code: 17602, Phone number: 717-999-0840, Website: www.verilife.com/pa",717-999-0840,,11/23/21,11/23/21,Yes,2359 Lincoln Highway East,Lancaster,Pennsylvania,17602,717-999-0840,www.verilife.com/pa
Organic Remedies - North Pittsburgh,,,Medical marijuana available beginning:: 11/26/21 Open on:: 11/26/21 Product available as of 10/28/2025:: Yes Address: 7402 McKnight Road City: Pittsburgh State: Pennsylvania Zip Code: 15237 Phone number: 412-690-0803 Website: www.organicremediespa.com,"Medical marijuana available beginning:: 11/26/21, Open on:: 11/26/21, Product available as of 10/28/2025:: Yes, Address: 7402 McKnight Road, City: Pittsburgh, State: Pennsylvania, Zip Code: 15237, Phone number: 412-690-0803, Website: www.organicremediespa.com",412-690-0803,,11/26/21,11/26/21,Yes,7402 McKnight Road,Pittsburgh,Pennsylvania,15237,412-690-0803,www.organicremediespa.com
Zen Leaf - West Chester (Chadd Ford),,,Medical marijuana available beginning:: 12/3/21 Open on:: 12/3/21 Product available as of 10/28/2025:: Yes Address: 300 Oakland Rd. City: West Chester State: Pennsylvania Zip Code: 19382 Phone number: 814-447-2936 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 12/3/21, Open on:: 12/3/21, Product available as of 10/28/2025:: Yes, Address: 300 Oakland Rd., City: West Chester, State: Pennsylvania, Zip Code: 19382, Phone number: 814-447-2936, Website: www.zenleafdispensaries.com",814-447-2936,,12/3/21,12/3/21,Yes,300 Oakland Rd.,West Chester,Pennsylvania,19382,814-447-2936,www.zenleafdispensaries.com
Verilife - Pottstown,,,"Medical marijuana available beginning:: 12/4/21 Open on:: 12/4/21 Product available as of 10/28/2025:: Yes Address: 204 Shoemaker Rd., A City: Pottstown State: Pennsylvania Zip Code: 19464 Phone number: 610-600-6007 Website: www.verilife.com/pa","Medical marijuana available beginning:: 12/4/21, Open on:: 12/4/21, Product available as of 10/28/2025:: Yes, Address: 204 Shoemaker Rd., A, City: Pottstown, State: Pennsylvania, Zip Code: 19464, Phone number: 610-600-6007, Website: www.verilife.com/pa",610-600-6007,,12/4/21,12/4/21,Yes,"204 Shoemaker Rd., A",Pottstown,Pennsylvania,19464,610-600-6007,www.verilife.com/pa
Beyond Hello - Pittsburgh,,,Medical marijuana available beginning:: 12/15/21 Open on:: 12/15/21 Product available as of 10/28/2025:: Yes Address: 2009 East Carson St City: Pittsburgh State: Pennsylvania Zip Code: 15203 Phone number: 215-948-6048 Website: www.beyond-hello.com,"Medical marijuana available beginning:: 12/15/21, Open on:: 12/15/21, Product available as of 10/28/2025:: Yes, Address: 2009 East Carson St, City: Pittsburgh, State: Pennsylvania, Zip Code: 15203, Phone number: 215-948-6048, Website: www.beyond-hello.com",215-948-6048,,12/15/21,12/15/21,Yes,2009 East Carson St,Pittsburgh,Pennsylvania,15203,215-948-6048,www.beyond-hello.com
Beyond Hello - Pottsville,,,Medical marijuana available beginning:: 12/20/21 Open on:: 12/20/21 Product available as of 10/28/2025:: Yes Address: 101 N. Centre St. City: Pottsville State: Pennsylvania Zip Code: 17901 Phone number: 570-691-0100 Website: www.beyond-hello.com,"Medical marijuana available beginning:: 12/20/21, Open on:: 12/20/21, Product available as of 10/28/2025:: Yes, Address: 101 N. Centre St., City: Pottsville, State: Pennsylvania, Zip Code: 17901, Phone number: 570-691-0100, Website: www.beyond-hello.com",570-691-0100,,12/20/21,12/20/21,Yes,101 N. Centre St.,Pottsville,Pennsylvania,17901,570-691-0100,www.beyond-hello.com
Ayr Wellness - Bryn Mawr,,,Medical marijuana available beginning:: 12/31/21 Open on:: 12/31/21 Product available as of 10/28/2025:: Yes Address: 712 Lancaster Ave City: Bryn Mawr State: Pennsylvania Zip Code: 19010 Phone number: 610-445-8600 Website: www.ayrwellnessdispensary.com,"Medical marijuana available beginning:: 12/31/21, Open on:: 12/31/21, Product available as of 10/28/2025:: Yes, Address: 712 Lancaster Ave, City: Bryn Mawr, State: Pennsylvania, Zip Code: 19010, Phone number: 610-445-8600, Website: www.ayrwellnessdispensary.com",610-445-8600,,12/31/21,12/31/21,Yes,712 Lancaster Ave,Bryn Mawr,Pennsylvania,19010,610-445-8600,www.ayrwellnessdispensary.com
Trulieve - Philadelphia,,,Medical marijuana available beginning:: 1/8/22 Open on:: 1/8/22 Product available as of 10/28/2025:: Yes Address: 1222-1226 Arch Street City: Philadelphia State: Pennsylvania Zip Code: 19107 Phone number: 267-946-1470 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 1/8/22, Open on:: 1/8/22, Product available as of 10/28/2025:: Yes, Address: 1222-1226 Arch Street, City: Philadelphia, State: Pennsylvania, Zip Code: 19107, Phone number: 267-946-1470, Website: https://www.trulieve.com/",267-946-1470,https://www.trulieve.com/,1/8/22,1/8/22,Yes,1222-1226 Arch Street,Philadelphia,Pennsylvania,19107,267-946-1470,https://www.trulieve.com/
Curaleaf - Greenburg,,,Medical marijuana available beginning:: 1/14/22 Open on:: 1/14/22 Product available as of 10/28/2025:: Yes Address: 5133 US 30 City: Greensburg State: Pennsylvania Zip Code: 15601 Phone number: 724-853-5135 Website: www.curaleaf.com,"Medical marijuana available beginning:: 1/14/22, Open on:: 1/14/22, Product available as of 10/28/2025:: Yes, Address: 5133 US 30, City: Greensburg, State: Pennsylvania, Zip Code: 15601, Phone number: 724-853-5135, Website: www.curaleaf.com",724-853-5135,,1/14/22,1/14/22,Yes,5133 US 30,Greensburg,Pennsylvania,15601,724-853-5135,www.curaleaf.com
Curaleaf - Wayne,,,Medical marijuana available beginning:: 1/18/22 Open on:: 1/18/22 Product available as of 10/28/2025:: Yes Address: 707 West Lancaster Ave City: Wayne State: Pennsylvania Zip Code: 19087 Phone number: 484-584-0270 Website: www.curaleaf.com,"Medical marijuana available beginning:: 1/18/22, Open on:: 1/18/22, Product available as of 10/28/2025:: Yes, Address: 707 West Lancaster Ave, City: Wayne, State: Pennsylvania, Zip Code: 19087, Phone number: 484-584-0270, Website: www.curaleaf.com",484-584-0270,,1/18/22,1/18/22,Yes,707 West Lancaster Ave,Wayne,Pennsylvania,19087,484-584-0270,www.curaleaf.com
Sunnyside - Ambler,,,Medical marijuana available beginning:: 1/18/22 Open on:: 1/18/22 Product available as of 10/28/2025:: Yes Address: 28 West Skippack Pike City: Ambler State: Pennsylvania Zip Code: 19002 Phone number: 484-709-1932 Website: www.sunnyside.shop,"Medical marijuana available beginning:: 1/18/22, Open on:: 1/18/22, Product available as of 10/28/2025:: Yes, Address: 28 West Skippack Pike, City: Ambler, State: Pennsylvania, Zip Code: 19002, Phone number: 484-709-1932, Website: www.sunnyside.shop",484-709-1932,,1/18/22,1/18/22,Yes,28 West Skippack Pike,Ambler,Pennsylvania,19002,484-709-1932,www.sunnyside.shop
Organic Remedies - Paoli,,,Medical marijuana available beginning:: 2/7/22 Open on:: 2/7/22 Product available as of 10/28/2025:: Yes Address: 1538-40 E. Lancaster Ave City: Paoli State: Pennsylvania Zip Code: 19301 Phone number: 610-596-8340 Website: www.organic remedies.com,"Medical marijuana available beginning:: 2/7/22, Open on:: 2/7/22, Product available as of 10/28/2025:: Yes, Address: 1538-40 E. Lancaster Ave, City: Paoli, State: Pennsylvania, Zip Code: 19301, Phone number: 610-596-8340, Website: www.organic remedies.com",610-596-8340,,2/7/22,2/7/22,Yes,1538-40 E. Lancaster Ave,Paoli,Pennsylvania,19301,610-596-8340,www.organic remedies.com
Restore Integrative Wellness Center - Yeadon,,,Medical marijuana available beginning:: 2/14/22 Open on:: 2/14/22 Product available as of 10/28/2025:: Yes Address: 735 Church Lane City: Yeadon State: Pennsylvania Zip Code: 19050 Phone number: 610-947-1991 Website: www.restore integrative wellness center.com,"Medical marijuana available beginning:: 2/14/22, Open on:: 2/14/22, Product available as of 10/28/2025:: Yes, Address: 735 Church Lane, City: Yeadon, State: Pennsylvania, Zip Code: 19050, Phone number: 610-947-1991, Website: www.restore integrative wellness center.com",610-947-1991,,2/14/22,2/14/22,Yes,735 Church Lane,Yeadon,Pennsylvania,19050,610-947-1991,www.restore integrative wellness center.com
Curaleaf - State College,,,Medical marijuana available beginning:: 2/19/22 Open on:: 2/19/22 Product available as of 10/28/2025:: Yes Address: 1248 S. Atherton Street City: State College State: Pennsylvania Zip Code: 16801 Phone number: 814-826-1140 Website: www.curaleaf.com,"Medical marijuana available beginning:: 2/19/22, Open on:: 2/19/22, Product available as of 10/28/2025:: Yes, Address: 1248 S. Atherton Street, City: State College, State: Pennsylvania, Zip Code: 16801, Phone number: 814-826-1140, Website: www.curaleaf.com",814-826-1140,,2/19/22,2/19/22,Yes,1248 S. Atherton Street,State College,Pennsylvania,16801,814-826-1140,www.curaleaf.com
Curaleaf,,,Medical marijuana available beginning:: 3/8/22 Open on:: 3/8/22 Product available as of 10/28/2025:: Yes Address: 7891 Peach St. City: Erie State: Pennsylvania Zip Code: 16509 Phone number: 814-616-7050 Website: www.curaleaf.com,"Medical marijuana available beginning:: 3/8/22, Open on:: 3/8/22, Product available as of 10/28/2025:: Yes, Address: 7891 Peach St., City: Erie, State: Pennsylvania, Zip Code: 16509, Phone number: 814-616-7050, Website: www.curaleaf.com",814-616-7050,,3/8/22,3/8/22,Yes,7891 Peach St.,Erie,Pennsylvania,16509,814-616-7050,www.curaleaf.com
Organic Remedies - Bethel Park,,,Medical marijuana available beginning:: 4/18/22 Open on:: 4/18/22 Product available as of 10/28/2025:: Yes Address: 5002 Library Road City: Bethel Park State: Pennsylvania Zip Code: 15102 Phone number: 412-838-2800 Website: www.organic remedies.com,"Medical marijuana available beginning:: 4/18/22, Open on:: 4/18/22, Product available as of 10/28/2025:: Yes, Address: 5002 Library Road, City: Bethel Park, State: Pennsylvania, Zip Code: 15102, Phone number: 412-838-2800, Website: www.organic remedies.com",412-838-2800,,4/18/22,4/18/22,Yes,5002 Library Road,Bethel Park,Pennsylvania,15102,412-838-2800,www.organic remedies.com
Fluent Care - Annville,,,Medical marijuana available beginning:: 4/20/22 Open on:: 4/20/22 Product available as of 10/28/2025:: Yes Address: 1015 East Main Street City: Annville State: Pennsylvania Zip Code: 17003 Phone number: 717-820-5111 Website: www.getfluent.com,"Medical marijuana available beginning:: 4/20/22, Open on:: 4/20/22, Product available as of 10/28/2025:: Yes, Address: 1015 East Main Street, City: Annville, State: Pennsylvania, Zip Code: 17003, Phone number: 717-820-5111, Website: www.getfluent.com",717-820-5111,,4/20/22,4/20/22,Yes,1015 East Main Street,Annville,Pennsylvania,17003,717-820-5111,www.getfluent.com
Verilife - State College,,,Medical marijuana available beginning:: 4/23/22 Open on:: 4/23/22 Product available as of 10/28/2025:: Yes Address: 1820 S. Atherton Street City: State College State: Pennsylvania Zip Code: 16801 Phone number: 814-420-5056 Website: www.verilife.com/pa,"Medical marijuana available beginning:: 4/23/22, Open on:: 4/23/22, Product available as of 10/28/2025:: Yes, Address: 1820 S. Atherton Street, City: State College, State: Pennsylvania, Zip Code: 16801, Phone number: 814-420-5056, Website: www.verilife.com/pa",814-420-5056,,4/23/22,4/23/22,Yes,1820 S. Atherton Street,State College,Pennsylvania,16801,814-420-5056,www.verilife.com/pa
Ethos - Pittsburgh North of Harmarville (Harmarville),,,Medical marijuana available beginning:: 4/28/22 Open on:: 4/28/22 Product available as of 10/28/2025:: Yes Address: 5 Alpha Drive East City: Pittsburgh State: Pennsylvania Zip Code: 15238 Phone number: 412-548-6334 Website: www.ethospa.com,"Medical marijuana available beginning:: 4/28/22, Open on:: 4/28/22, Product available as of 10/28/2025:: Yes, Address: 5 Alpha Drive East, City: Pittsburgh, State: Pennsylvania, Zip Code: 15238, Phone number: 412-548-6334, Website: www.ethospa.com",412-548-6334,,4/28/22,4/28/22,Yes,5 Alpha Drive East,Pittsburgh,Pennsylvania,15238,412-548-6334,www.ethospa.com
Zen Leaf - Wynnewood,,,Medical marijuana available beginning:: 6/1/22 Open on:: 6/1/22 Product available as of 10/28/2025:: Yes Address: 257 E. Lancaster Ave City: Wynnewood State: Pennsylvania Zip Code: 19096 Phone number: 814-447-2936 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 6/1/22, Open on:: 6/1/22, Product available as of 10/28/2025:: Yes, Address: 257 E. Lancaster Ave, City: Wynnewood, State: Pennsylvania, Zip Code: 19096, Phone number: 814-447-2936, Website: www.zenleafdispensaries.com",814-447-2936,,6/1/22,6/1/22,Yes,257 E. Lancaster Ave,Wynnewood,Pennsylvania,19096,814-447-2936,www.zenleafdispensaries.com
Trulieve - Coatesville,,,Medical marijuana available beginning:: 6/2/22 Open on:: 6/2/22 Product available as of 10/28/2025:: Yes Address: 1951 Lincoln Hwy E City: Coatesville State: Pennsylvania Zip Code: 19320 Phone number: 484-859-0848 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 6/2/22, Open on:: 6/2/22, Product available as of 10/28/2025:: Yes, Address: 1951 Lincoln Hwy E, City: Coatesville, State: Pennsylvania, Zip Code: 19320, Phone number: 484-859-0848, Website: https://www.trulieve.com/",484-859-0848,https://www.trulieve.com/,6/2/22,6/2/22,Yes,1951 Lincoln Hwy E,Coatesville,Pennsylvania,19320,484-859-0848,https://www.trulieve.com/
Curaleaf - Lancaster,,,Medical marijuana available beginning:: 6/16/22 Open on:: 6/16/22 Product available as of 10/28/2025:: Yes Address: 1440 Manheim Pike City: Lancaster State: Pennsylvania Zip Code: 17601 Phone number: 717-553-2045 Website: www.curaleaf.com,"Medical marijuana available beginning:: 6/16/22, Open on:: 6/16/22, Product available as of 10/28/2025:: Yes, Address: 1440 Manheim Pike, City: Lancaster, State: Pennsylvania, Zip Code: 17601, Phone number: 717-553-2045, Website: www.curaleaf.com",717-553-2045,,6/16/22,6/16/22,Yes,1440 Manheim Pike,Lancaster,Pennsylvania,17601,717-553-2045,www.curaleaf.com
Ayr Wellness - Indiana,,,Medical marijuana available beginning:: 7/30/22 Open on:: 7/30/22 Product available as of 10/28/2025:: Yes Address: 2244 Oakland Ave City: Indiana State: Pennsylvania Zip Code: 15701 Phone number: 833-420-8620 Website: www.ayrwellnessdispensary.com,"Medical marijuana available beginning:: 7/30/22, Open on:: 7/30/22, Product available as of 10/28/2025:: Yes, Address: 2244 Oakland Ave, City: Indiana, State: Pennsylvania, Zip Code: 15701, Phone number: 833-420-8620, Website: www.ayrwellnessdispensary.com",833-420-8620,,7/30/22,7/30/22,Yes,2244 Oakland Ave,Indiana,Pennsylvania,15701,833-420-8620,www.ayrwellnessdispensary.com
Zen Leaf - New Kensington,,,Medical marijuana available beginning:: 9/7/22 Open on:: 9/7/22 Product available as of 10/28/2025:: Yes Address: 215 Tarentum Bridge Road City: New Kensington State: Pennsylvania Zip Code: 15068 Phone number: 814-447-2936 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 9/7/22, Open on:: 9/7/22, Product available as of 10/28/2025:: Yes, Address: 215 Tarentum Bridge Road, City: New Kensington, State: Pennsylvania, Zip Code: 15068, Phone number: 814-447-2936, Website: www.zenleafdispensaries.com",814-447-2936,,9/7/22,9/7/22,Yes,215 Tarentum Bridge Road,New Kensington,Pennsylvania,15068,814-447-2936,www.zenleafdispensaries.com
Curaleaf - Allentown,,,Medical marijuana available beginning:: 9/17/22 Open on:: 9/17/22 Product available as of 10/28/2025:: Yes Address: 1801 Airport Road City: Allentown State: Pennsylvania Zip Code: 18109 Phone number: 610-596-8545 Website: www.curaleaf.com,"Medical marijuana available beginning:: 9/17/22, Open on:: 9/17/22, Product available as of 10/28/2025:: Yes, Address: 1801 Airport Road, City: Allentown, State: Pennsylvania, Zip Code: 18109, Phone number: 610-596-8545, Website: www.curaleaf.com",610-596-8545,,9/17/22,9/17/22,Yes,1801 Airport Road,Allentown,Pennsylvania,18109,610-596-8545,www.curaleaf.com
Vytal Options - Kennett Square,,,Medical marijuana available beginning:: 10/17/22 Open on:: 10/17/22 Product available as of 10/28/2025:: Yes Address: 716 W Baltimore Pike City: Kennett Square State: Pennsylvania Zip Code: 19348 Phone number: 484-581-0999 Website: www.vytaloptions.com,"Medical marijuana available beginning:: 10/17/22, Open on:: 10/17/22, Product available as of 10/28/2025:: Yes, Address: 716 W Baltimore Pike, City: Kennett Square, State: Pennsylvania, Zip Code: 19348, Phone number: 484-581-0999, Website: www.vytaloptions.com",484-581-0999,,10/17/22,10/17/22,Yes,716 W Baltimore Pike,Kennett Square,Pennsylvania,19348,484-581-0999,www.vytaloptions.com
Ascend Dispensary - Scranton,,,Medical marijuana available beginning:: 10/19/22 Open on:: 10/19/22 Product available as of 10/28/2025:: Yes Address: 605 Davis Street City: Scranton State: Pennsylvania Zip Code: 18505 Phone number: 717-606-1268 Website: www.letsascend.com,"Medical marijuana available beginning:: 10/19/22, Open on:: 10/19/22, Product available as of 10/28/2025:: Yes, Address: 605 Davis Street, City: Scranton, State: Pennsylvania, Zip Code: 18505, Phone number: 717-606-1268, Website: www.letsascend.com",717-606-1268,,10/19/22,10/19/22,Yes,605 Davis Street,Scranton,Pennsylvania,18505,717-606-1268,www.letsascend.com
Vytal Options - State College,,,Medical marijuana available beginning:: 10/31/22 Open on:: 10/31/22 Product available as of 10/28/2025:: Yes Address: 1653 North Atherton Street City: State College State: Pennsylvania Zip Code: 16803 Phone number: 814-680-6078 Website: www.vytaloptions.com,"Medical marijuana available beginning:: 10/31/22, Open on:: 10/31/22, Product available as of 10/28/2025:: Yes, Address: 1653 North Atherton Street, City: State College, State: Pennsylvania, Zip Code: 16803, Phone number: 814-680-6078, Website: www.vytaloptions.com",814-680-6078,,10/31/22,10/31/22,Yes,1653 North Atherton Street,State College,Pennsylvania,16803,814-680-6078,www.vytaloptions.com
Beyond Hello - Dickson City,,,Medical marijuana available beginning:: 11/8/22 Open on:: 11/8/22 Product available as of 10/28/2025:: Yes Address: 832 Scranton Carbondale Highway City: Dickson City State: Pennsylvania Zip Code: 18519 Phone number: 570-800-6760 Website: https://beyond-hello.com/pennsylvania/dispensaries,"Medical marijuana available beginning:: 11/8/22, Open on:: 11/8/22, Product available as of 10/28/2025:: Yes, Address: 832 Scranton Carbondale Highway, City: Dickson City, State: Pennsylvania, Zip Code: 18519, Phone number: 570-800-6760, Website: https://beyond-hello.com/pennsylvania/dispensaries",570-800-6760,https://beyond-hello.com/pennsylvania/dispensaries,11/8/22,11/8/22,Yes,832 Scranton Carbondale Highway,Dickson City,Pennsylvania,18519,570-800-6760,https://beyond-hello.com/pennsylvania/dispensaries
Liberty - Pittsburgh,,,Medical marijuana available beginning:: 11/18/22 Open on:: 11/18/22 Product available as of 10/28/2025:: Yes Address: 3105 W Liberty Ave City: Pittsburgh State: Pennsylvania Zip Code: 15216 Phone number: 267-241-5970 Website: www.libertydispensarypa.com,"Medical marijuana available beginning:: 11/18/22, Open on:: 11/18/22, Product available as of 10/28/2025:: Yes, Address: 3105 W Liberty Ave, City: Pittsburgh, State: Pennsylvania, Zip Code: 15216, Phone number: 267-241-5970, Website: www.libertydispensarypa.com",267-241-5970,,11/18/22,11/18/22,Yes,3105 W Liberty Ave,Pittsburgh,Pennsylvania,15216,267-241-5970,www.libertydispensarypa.com
Ascend Dispensary - Wayne,,,Medical marijuana available beginning:: 11/19/22 Open on:: 11/19/22 Product available as of 10/28/2025:: Yes Address: 745 Lancaster Ave City: Wayne State: Pennsylvania Zip Code: 19087 Phone number: 610-453-0770 Website: www.letsascend.com,"Medical marijuana available beginning:: 11/19/22, Open on:: 11/19/22, Product available as of 10/28/2025:: Yes, Address: 745 Lancaster Ave, City: Wayne, State: Pennsylvania, Zip Code: 19087, Phone number: 610-453-0770, Website: www.letsascend.com",610-453-0770,,11/19/22,11/19/22,Yes,745 Lancaster Ave,Wayne,Pennsylvania,19087,610-453-0770,www.letsascend.com
Sunnyside - Erie,,,Medical marijuana available beginning:: 2/1/23 Open on:: 2/1/23 Product available as of 10/28/2025:: Yes Address: 7851 Peach Street City: Erie State: Pennsylvania Zip Code: 16509 Phone number: 582-205-0124 Website: www.sunnyside.shop,"Medical marijuana available beginning:: 2/1/23, Open on:: 2/1/23, Product available as of 10/28/2025:: Yes, Address: 7851 Peach Street, City: Erie, State: Pennsylvania, Zip Code: 16509, Phone number: 582-205-0124, Website: www.sunnyside.shop",582-205-0124,,2/1/23,2/1/23,Yes,7851 Peach Street,Erie,Pennsylvania,16509,582-205-0124,www.sunnyside.shop
Zen Leaf - Clifton Heights,,,Medical marijuana available beginning:: 2/15/23 Open on:: 2/15/23 Product available as of 10/28/2025:: Yes Address: 5321 West Baltimore pike City: Clifton Heights State: Pennsylvania Zip Code: 19018 Phone number: 814-447-2936 Website: www.zenleafdispensaries.com,"Medical marijuana available beginning:: 2/15/23, Open on:: 2/15/23, Product available as of 10/28/2025:: Yes, Address: 5321 West Baltimore pike, City: Clifton Heights, State: Pennsylvania, Zip Code: 19018, Phone number: 814-447-2936, Website: www.zenleafdispensaries.com",814-447-2936,,2/15/23,2/15/23,Yes,5321 West Baltimore pike,Clifton Heights,Pennsylvania,19018,814-447-2936,www.zenleafdispensaries.com
RISE - Mercer,,,Medical marijuana available beginning:: 4/17/23 Open on:: 4/17/23 Product available as of 10/28/2025:: Yes Address: 225 Westside Square Drive City: Mercer State: Pennsylvania Zip Code: 16137 Phone number: 878-598-0206 Website: www.risedispensaries.com,"Medical marijuana available beginning:: 4/17/23, Open on:: 4/17/23, Product available as of 10/28/2025:: Yes, Address: 225 Westside Square Drive, City: Mercer, State: Pennsylvania, Zip Code: 16137, Phone number: 878-598-0206, Website: www.risedispensaries.com",878-598-0206,,4/17/23,4/17/23,Yes,225 Westside Square Drive,Mercer,Pennsylvania,16137,878-598-0206,www.risedispensaries.com
Trulieve - Limerick,,,Medical marijuana available beginning:: 5/19/23 Open on:: 5/19/23 Product available as of 10/28/2025:: Yes Address: 451 W Ridge Pike Suite 461 City: Limerick State: Pennsylvania Zip Code: 19468 Phone number: 610-428-3645 Website: https://www.trulieve.com/,"Medical marijuana available beginning:: 5/19/23, Open on:: 5/19/23, Product available as of 10/28/2025:: Yes, Address: 451 W Ridge Pike Suite 461, City: Limerick, State: Pennsylvania, Zip Code: 19468, Phone number: 610-428-3645, Website: https://www.trulieve.com/",610-428-3645,https://www.trulieve.com/,5/19/23,5/19/23,Yes,451 W Ridge Pike Suite 461,Limerick,Pennsylvania,19468,610-428-3645,https://www.trulieve.com/
Rise - Philadelphia,,,Medical marijuana available beginning:: 6/17/23 Open on:: 6/17/23 Product available as of 10/28/2025:: Yes Address: 3903 Aramingo Ave City: Philadelphia State: Pennsylvania Zip Code: 19137 Phone number: 267-585-0072 Website: www.risedispensaries.com,"Medical marijuana available beginning:: 6/17/23, Open on:: 6/17/23, Product available as of 10/28/2025:: Yes, Address: 3903 Aramingo Ave, City: Philadelphia, State: Pennsylvania, Zip Code: 19137, Phone number: 267-585-0072, Website: www.risedispensaries.com",267-585-0072,,6/17/23,6/17/23,Yes,3903 Aramingo Ave,Philadelphia,Pennsylvania,19137,267-585-0072,www.risedispensaries.com
Sunnyside - Washington,,,Medical marijuana available beginning:: 6/27/23 Open on:: 6/27/23 Product available as of 10/28/2025:: Yes Address: 360 Washington Rd City: Washington State: Pennsylvania Zip Code: 15301 Phone number: 878-226-8067 Website: www.sunnyside.shop,"Medical marijuana available beginning:: 6/27/23, Open on:: 6/27/23, Product available as of 10/28/2025:: Yes, Address: 360 Washington Rd, City: Washington, State: Pennsylvania, Zip Code: 15301, Phone number: 878-226-8067, Website: www.sunnyside.shop",878-226-8067,,6/27/23,6/27/23,Yes,360 Washington Rd,Washington,Pennsylvania,15301,878-226-8067,www.sunnyside.shop
Sunnyside - Somerset,,,Medical marijuana available beginning:: 6/28/23 Open on:: 6/28/23 Product available as of 10/28/2025:: Yes Address: 250 Stoystown Rd City: Somerset State: Pennsylvania Zip Code: 15501 Phone number: 814-485-0317 Website: www.sunnyside.shop,"Medical marijuana available beginning:: 6/28/23, Open on:: 6/28/23, Product available as of 10/28/2025:: Yes, Address: 250 Stoystown Rd, City: Somerset, State: Pennsylvania, Zip Code: 15501, Phone number: 814-485-0317, Website: www.sunnyside.shop",814-485-0317,,6/28/23,6/28/23,Yes,250 Stoystown Rd,Somerset,Pennsylvania,15501,814-485-0317,www.sunnyside.shop
RISE - Carlisle,,,Medical marijuana available beginning:: 7/12/23 Open on:: 7/12/23 Product available as of 10/28/2025:: Yes Address: 1186 Harrisburg Pike City: Carlisle State: Pennsylvania Zip Code: 17103 Phone number: 717-279-5820 Website: www.risedispensaries.com,"Medical marijuana available beginning:: 7/12/23, Open on:: 7/12/23, Product available as of 10/28/2025:: Yes, Address: 1186 Harrisburg Pike, City: Carlisle, State: Pennsylvania, Zip Code: 17103, Phone number: 717-279-5820, Website: www.risedispensaries.com",717-279-5820,,7/12/23,7/12/23,Yes,1186 Harrisburg Pike,Carlisle,Pennsylvania,17103,717-279-5820,www.risedispensaries.com
