Priority,Score,State,Business Name,DBA,Segment,City,Address,Zip,Website,Contact Name,Email,Phone,Outreach Status,Notes,Last Contacted,Next Step
High,4,NY,Rockland Cannabis Dispensary,,Independent,Airmont,296 Route 59,10901,https://rocklandcannabisdispensary.com,,info@rcdispensary.com,(845) 290-1037,Not Started,Mom & pop vibe per reviews. Unclaimed on Leafly/Weedmaps — likely no tech sophistication.,,
High,4,NY,Brownies Dispensary LLC,,Independent,Albany,1686 Central Ave,12205,https://browniesbrand.com,,,,Not Started,,,
High,4,NY,Cannabicity Albany,,Independent,Albany,489 Delaware Ave,12209,https://cannabicity.net,,,,Not Started,,,
High,4,NY,Capital District Cannabis & Wellness Inc.,,Independent,Albany,"997 Central Ave, Ste 200",12205,https://capitaldistrictcannabis.com,,,,Not Started,,,
High,4,NY,Crush Dispensary,,Independent,Albany,45 Grove Ave,12208,https://crushdispensary.com,,,,Not Started,,,
High,4,NY,Dark Horse Cannabis Dispensary,,Independent,Albany,15 Centre St,12207,https://darkhorse-ny.com,,,,Not Started,,,
High,4,NY,Higher Tolerance,,Independent,Albany,121 South Pearl St,12207,https://www.highertolerance.com,,,,Not Started,,,
High,4,NY,"Hold Up Roll Up, LLC",,Independent,Albany,196 Washington Ave,12210,https://holduprollup.com,,,,Not Started,,,
High,4,NY,Legacy Dispensary,,Independent,Albany,1839 Central Ave,12205,https://legacy-dispensary.com/,,,,Not Started,,,
High,4,NY,Mr Good Vybz,,Independent,Albany,25 N Pearl St,12207,https://www.mrgoodvybz.com,,,,Not Started,,,
High,4,NY,Robinson's Cannabis,,Independent,Albany,106 Everett Rd,12205,https://dutchie.com/dispensary/robinsons-flower,,,,Not Started,,,
High,4,NY,Route 20 Cannabis,,Independent,Albany,2028 Western Ave,12203,https://www.route20cannabis.com,,,,Not Started,,,
High,4,NY,Royale Flower,,Independent,Albany,332 Northern Blvd,12204,https://royaleflower.com,,,,Not Started,,,
High,4,NY,Silver Cannabis Company Albany,,Independent,Albany,10 Executive Park Dr,12203,https://silver-therapeutics.com/location/recreational-cannabis-dispensary-albany-ny-12206/,,,,Not Started,,,
High,4,NY,State of Mind Albany Dispensary,,Independent,Albany,351 Southern Blvd,12209,https://itssom.com,,,,Not Started,,,
High,4,NY,The Highend Dispensary,,Independent,Albany,1410 Central Ave,12205,https://shophighend.com,,,,Not Started,,,
High,4,NY,Herbalwai,,Independent,Amherst,6970 Transit Rd,14221,https://herbalwai.com,,,,Not Started,,,
High,4,NY,Leaf Plug,,Independent,Amherst,3341 Sheridan Dr,14226,http://leafplug.com,,,,Not Started,,,
High,4,NY,The Hive,,Independent,Amherst,2521 Niagara Falls Blvd,14228,https://www.thehiveamherst.com,,,,Not Started,,,
High,4,NY,TreeHead Culture,,Independent,Amherst,665 North French Rd,14228,https://treeheadculture.com,,,,Not Started,,,
High,4,NY,"Amsterdam Cannabis, Inc.",,Independent,Amsterdam,1451 State Highway 5S,12010,https://damcanna.com,,,,Not Started,,,
High,4,NY,Village One Stop,,Independent,Angola,11 Commercial St,14006,,,,,Not Started,,,
High,4,NY,Innocence Cannabis (Microbusiness),,Independent,Appleton,6730 Lake Rd,14008,https://innocence.buzz,,,,Not Started,,,
High,4,NY,Seaweed,,Independent,Arverne,73-13 Beach Channel Dr,11692,https://seaweedrbny.com,,,,Not Started,,,
High,4,NY,Astoria Bud Boutique,,Independent,Astoria,30-12 Astoria Blvd,11102,https://astoriabudboutique.com,,,,Not Started,,,
High,4,NY,Bodega Express (Delivery Only),,Independent,Astoria,,,https://bodegaexpressny.com,,,,Not Started,,,
High,4,NY,Cannavita,,Independent,Astoria,30-30 Steinway St,11103,https://cannavita.us,,,,Not Started,,,
High,4,NY,High City Cannabis,,Independent,Astoria,22-35 31st St,11105,https://www.highcityny.com,,,,Not Started,,,
High,4,NY,Urban Weeds,,Independent,Astoria,31-35 Steinway St,11103,https://urbanweedsny.com,,,,Not Started,,,
High,4,NY,48 Genesee St Dispensary,,Independent,Auburn,48 E Genesee St,13021,https://dispensaryauburn.com,,,,Not Started,,,
High,4,NY,Wild Flower Dispensary,,Independent,Auburn,41 E Genesee St,13021,https://nywildflower.com,,,,Not Started,,,
High,4,NY,Leaf & Fog Dispensary,,Independent,Ballston Spa,2124 Doubleday Ave #2,12020,https://leafandfog.com/,,,,Not Started,,,
High,4,NY,Sashies Dispensary,,Independent,Ballston Spa,201 Northline Rd,12020,https://www.sashiesdispensary.com,,,,Not Started,,,
High,4,NY,Mrs. Green CANNAry,,Independent,Batavia,204 E. Main St,14020,https://www.mrsgreenscannary.com,,,,Not Started,,,
High,4,NY,Aroma Farms,,Independent,Bayside,20917 Northern Blvd,11361,https://aromafarmsinc.com,,,,Not Started,,,
High,4,NY,Canna Buddha,,Independent,Bayside,215-46 39th Ave,11361,https://cannabuddha.us,,,,Not Started,,,
High,4,NY,NY Elite Cannabis,,Independent,Bayside,4215 Bell Blvd,11361,https://nyelitecannabis.com,,,,Not Started,,,
High,4,NY,Weed Mart by New Metro,,Independent,Bayside,221-50 Horace Harding Expy,11364,https://newmetro.club,,,,Not Started,,,
High,4,NY,Hudson Valley Jane (Microbusiness),,Independent,Beacon,544 Main St,12508,https://www.hudsonvalleyjane.com,,,,Not Started,,,
High,4,NY,LotusWorks Wellness (Microbusiness),,Independent,Beacon,261 Main St,12508,https://lotusworkswellness.com,,,,Not Started,,,
High,4,NY,The Station Beacon,,Independent,Beacon,463 Main St,12508,https://www.thestationbeacon.com,,,,Not Started,,,
High,4,NY,New York City Cannabis Exchange,,Independent,Bellerose,248-09 Jericho Turnpike,11426,https://nycce.co/,,,,Not Started,,,
High,4,NY,Blissful Buds,,Independent,Binghamton,"1332 Front St, Ste 4",13901,https://www.blissfulbudsny.com/,,,,Not Started,,,
High,4,NY,Cotton Mouth Dispensary,,Independent,Binghamton,439 Court St,13904,https://cottonmouth-dispensary.com,,,,Not Started,,,
High,4,NY,FlynnStoned Binghamton,,Independent,Binghamton,1143 Upper Front St,13905,https://flynnstoned.com,,,,Not Started,,,
High,4,NY,Just Breathe,,Independent,Binghamton,75 Court St,13901,https://justbreathelife.org/,,,,Not Started,,,
High,4,NY,Command Cannabis Dispensary,,Independent,Blasdell,3871 S Park Ave,14219,https://commandcannabiswny.com/,,,,Not Started,,,
High,4,NY,Just A Little Higher Briarwood,,Independent,Briarwood,138-72 Queens Blvd,11435,https://justalittlehigher.com/,,,,Not Started,,,
High,4,NY,Evergreen Retail,,Independent,Brockport,51 N Main St,14420,https://evergreennyretail.com,,,,Not Started,,,
High,4,NY,BX Buddiez,,Independent,Bronx,2935 3rd Ave,10455,https://bxbuddiez.com,,,,Not Started,,,
High,4,NY,Bleu Leaf Dispensary,,Independent,Bronx,2034 Jerome Ave,10453,https://bleuleafdispensary.com,,,,Not Started,,,
High,4,NY,Bronx Joint,,Independent,Bronx,925 Hunts Point Ave,10459,https://thebronxjoint.com,,,,Not Started,,,
High,4,NY,CONBUD Bronx (Summit Canna),,Independent,Bronx,2412 Third Ave,10454,https://www.conbudbx.com,,,,Not Started,,,
High,4,NY,CONBUD by Yankee Stadium,,Independent,Bronx,898 Gerard Ave,10452,https://conbud.com/locations/gerard-avenue/,,,,Not Started,,,
High,4,NY,Cannabis Emporium (dba Hush),,Independent,Bronx,"2460 Williamsbridge Rd, Fl 1",10469,https://hushny.com,,,,Not Started,,,
High,4,NY,Celestial Herbs Dispensary,,Independent,Bronx,3430 Boston Rd,10467,https://celestialherbsllc.com,,,,Not Started,,,
High,4,NY,Frass Box,,Independent,Bronx,3633 Kingsbridge Ave,10463,https://frassboxcannabis.com,,,,Not Started,,,
High,4,NY,Freshly Baked NYC 2,,Independent,Bronx,2375 Arthur Ave,10458,https://freshlybaked.nyc,,,,Not Started,,,
High,4,NY,Green Sun (dba Hibernica),,Independent,Bronx,3220 Westchester Ave,10461,https://shophibernica.com,,,,Not Started,,,
High,4,NY,Guardian Wellness,,Independent,Bronx,2500 Arthur Ave,10458,https://guardianwellnessretail.com,,,,Not Started,,,
High,4,NY,Herbwell Cannabis Bronx,,Independent,Bronx,372 E Fordham Rd,10458,https://www.herbwellcannabis.com,,,,Not Started,,,
High,4,NY,My Bud 420,,Independent,Bronx,1798 E Tremont Ave,10460,https://mybud420.com,,,,Not Started,,,
High,4,NY,Nube NYC,,Independent,Bronx,3551 Boston Rd,10469,https://nube.nyc,,,,Not Started,,,
High,4,NY,Royal Leaf NY LLC (dba Statis Cannabis),,Independent,Bronx,817 E Tremont Ave,10460,https://statiscannabis.com,,,,Not Started,,,
High,4,NY,SESH NYC,,Independent,Bronx,4219 Webster Ave,10470,https://myseshnyc.com/,,,,Not Started,,,
High,4,NY,Say Less,,Independent,Bronx,3764 E Tremont Ave,10465,http://www.saylessny.com,,,,Not Started,,,
High,4,NY,Smoking Scholars,,Independent,Bronx,784 Allerton Ave,10467,https://smokingscholarsnyc.com,,,,Not Started,,,
High,4,NY,The THC Shop Bronx,,Independent,Bronx,1031 Southern Blvd,10459,https://ourthcshop.com/bronx/,,,,Not Started,,,
High,4,NY,Two Buds Dispensary,,Independent,Bronx,696 East 241st St,10470,https://twobudsdispensary.nyc,,,,Not Started,,,
High,4,NY,7 Leaf Clover,,Independent,Brooklyn,100 N 3rd St,11249,https://www.7leafclovercannabis.com,,,,Not Started,,,
High,4,NY,All Good Dispensary,,Independent,Brooklyn,3405 Avenue H,11211,https://stayallgood.com,,,,Not Started,,,
High,4,NY,Animo Caribe,,Independent,Brooklyn,2180 Clarendon Rd,11226,https://animocaribe.com,,,,Not Started,,,
High,4,NY,BK Exotic,,Independent,Brooklyn,1056 Flatbush Ave,11226,http://www.brooklynexotic.com,,,,Not Started,,,
High,4,NY,Bedford Club,,Independent,Brooklyn,1102 Bedford Ave,11216,https://bedfordclub.com,,,,Not Started,,,
High,4,NY,Beleaf BK,,Independent,Brooklyn,1077 Atlantic Ave,11238,https://beleafny.com,,,,Not Started,,,
High,4,NY,Brooklyn Bourne,,Independent,Brooklyn,2225 Church Ave,11226,http://brooklynbourne.com,,,,Not Started,,,
High,4,NY,Brooklyn Organic Buds,,Independent,Brooklyn,623 Bergen St,11238,https://brooklynorganicbuds.com,,,,Not Started,,,
High,4,NY,Bud City Cannabis,,Independent,Brooklyn,3343 Fulton St,11208,https://budcityny.com,,,,Not Started,,,
High,4,NY,Budega NYC,,Independent,Brooklyn,321 4th Ave,11215,https://budega.nyc,,,,Not Started,,,
High,4,NY,Buzzy,,Independent,Brooklyn,137 Court St,11201,https://www.getbuzzy.com,,,,Not Started,,,
High,4,NY,By Any Other Name,,Independent,Brooklyn,946 Fulton St,11238,https://byanyothernamebk.com,,,,Not Started,,,
High,4,NY,Caffiend: The Bushwick Dispensary,,Independent,Brooklyn,892 Wyckoff Ave,11237,https://thebushwicknyc.com,,,,Not Started,,,
High,4,NY,Canna Life NY Inc (dba Hii),,Independent,Brooklyn,152 Bedford Ave,11249,https://www.hiinyc.com,,,,Not Started,,,
High,4,NY,Cannalicious,,Independent,Brooklyn,435 5th Ave,11215,https://www.cannaliciousnyc.com,,,,Not Started,,,
High,4,NY,Chrome Flowers,,Independent,Brooklyn,2 Jewel St,11222,https://chromeflwrs.com,,,,Not Started,,,
High,4,NY,Chronic Brooklyn,,Independent,Brooklyn,483 3rd Ave,11215,https://chronicbrooklyn.com,,,,Not Started,,,
High,4,NY,Coney Island Cannabis,,Independent,Brooklyn,875 Neptune Ave,11224,http://www.coneyislandcannabisny.com,,,,Not Started,,,
High,4,NY,Dagmar Cannabis Williamsburg,,Independent,Brooklyn,61 N 11th St,11249,https://dagmarcannabis.com,,,,Not Started,,,
High,4,NY,Easy Times,,Independent,Brooklyn,2668 Coney Island Ave,11233,https://easytimesny.com,,,,Not Started,,,
High,4,NY,Erudito Cannabis Boutique,,Independent,Brooklyn,120 Union St,11231,https://www.erudito.nyc,,,,Not Started,,,
High,4,NY,Fireleaf,,Independent,Brooklyn,2102 Ralph Ave,11234,https://www.fireleafny.com,,,,Not Started,,,
High,4,NY,Flower Daddy,,Independent,Brooklyn,539 Metropolitan Ave,11211,https://flowerdaddy.nyc,,,,Not Started,,,
High,4,NY,FlynnStoned Bay Ridge,,Independent,Brooklyn,8112 5th Ave,11209,https://flynnstoned.com,,,,Not Started,,,
High,4,NY,FlynnStoned Greenpoint,,Independent,Brooklyn,807 Manhattan Ave,11222,https://flynnstoned.com,,,,Not Started,,,
High,4,NY,Forever 420,,Independent,Brooklyn,1118 Pennsylvania Ave,11207,https://www.forever420ny.com,,,,Not Started,,,
High,4,NY,Gotham Williamsburg,,Independent,Brooklyn,300 Kent Ave,11249,https://gotham.nyc,,,,Not Started,,,
High,4,NY,Grams Cannabis (Microbusiness),,Independent,Brooklyn,360 Graham Ave,11211,https://www.gramsbk.com,,,,Not Started,,,
High,4,NY,Green Apple,,Independent,Brooklyn,572 Manhattan Ave,11222,https://www.greenapple.nyc,,,,Not Started,,,
High,4,NY,Greene Street,,Independent,Brooklyn,3448 Nostrand Ave,11229,https://gstnydispensary.com,,,,Not Started,,,
High,4,NY,Grow Together,,Independent,Brooklyn,2370 Coney Island Ave,11223,https://bkdispensary.com,,,,Not Started,,,
High,4,NY,Happy Buds Brooklyn,,Independent,Brooklyn,225 Malcolm X Blvd,11221,https://www.happybudsbk.com,,,,Not Started,,,
High,4,NY,Happy Munkey Brooklyn,,Independent,Brooklyn,453 Fulton St,11201,https://happymunkey.com,,,,Not Started,,,
High,4,NY,Herbology,,Independent,Brooklyn,304 Ellery St,11206,https://herbologynyc.com,,,,Not Started,,,
High,4,NY,High Dankery,,Independent,Brooklyn,7815 3rd Ave,11209,https://highdankery.com,,,,Not Started,,,
High,4,NY,High Tidez,,Independent,Brooklyn,1029 Surf Ave,11224,https://hightidezci.com,,,,Not Started,,,
High,4,NY,Ignyte Red Hook,,Independent,Brooklyn,387 Van Brunt St,11231,https://ignyteny.com,,,,Not Started,,,
High,4,NY,Jungle Kingdom Flower,,Independent,Brooklyn,515 Nostrand Ave,11216,https://www.junglekingdomflower.com,,,,Not Started,,,
High,4,NY,Kaya Bliss Brooklyn Heights,,Independent,Brooklyn,64 Henry St,11201,https://kayablissnyc.com,,,,Not Started,,,
High,4,NY,Kaya Bliss Dispensary,,Independent,Brooklyn,8412 3rd Ave,11209,https://kayablissnyc.com,,,,Not Started,,,
High,4,NY,Kushmart,,Independent,Brooklyn,1413 Kings Hwy,11229,https://kushmart.com/,,,,Not Started,,,
High,4,NY,Kushmart Brooklyn,,Independent,Brooklyn,1601 Avenue U,11229,https://kushmart.com,,,,Not Started,,,
High,4,NY,Matawana Dispensary,,Independent,Brooklyn,533 5th Ave,11215,https://matawanany.com,,,,Not Started,,,
High,4,NY,Misha's Flower Shop,,Independent,Brooklyn,299 Knickerbocker Ave,11237,https://www.mishasflowershop.com,,,,Not Started,,,
High,4,NY,NSH Cannabis Dispensary,,Independent,Brooklyn,2280 Flatbush Ave,11234,,,,,Not Started,,,
High,4,NY,OC Dispensary,,Independent,Brooklyn,769 Franklin Ave,11238,https://ocdispensary.co,,,,Not Started,,,
High,4,NY,Pacha (Microbusiness),,Independent,Brooklyn,44 Wyckoff Ave,11237,,,,,Not Started,,,
High,4,NY,Paradise Cannabis,,Independent,Brooklyn,1557 Fulton St,11216,https://www.paradisecannabisnyc.com,,,,Not Started,,,
High,4,NY,Puro Vita,,Independent,Brooklyn,288 Flushing Ave,11205,https://purovita.com,,,,Not Started,,,
High,4,NY,Q Dispensary,,Independent,Brooklyn,733 Flatbush Ave,11226,https://qiscannabis.com,,,,Not Started,,,
High,4,NY,Quality Control Dispensary,,Independent,Brooklyn,3169 Coney Island Ave,11235,https://qualitycontroldispensary.com/,,,,Not Started,,,
High,4,NY,Quality Roots,,Independent,Brooklyn,330 Tompkins Ave,11216,https://qualityroots.nyc,,,,Not Started,,,
High,4,NY,RNR Dispensary,,Independent,Brooklyn,21 Gardner Ave,11237,https://rnrdispensary.com,,,,Not Started,,,
High,4,NY,Rustik Smokes,,Independent,Brooklyn,469 Dekalb Ave,11205,https://rustiksmokes.com,,,,Not Started,,,
High,4,NY,Society House,,Independent,Brooklyn,2441 Flatbush Ave,10710,https://www.societyhousebk.com/,,,,Not Started,,,
High,4,NY,Soulmate,,Independent,Brooklyn,237 Dekalb Ave,11205,https://soulmatebk.com,,,,Not Started,,,
High,4,NY,StashMaster NYC,,Independent,Brooklyn,1119 Broadway,11221,https://stashmasternyc.com,,,,Not Started,,,
High,4,NY,The Emerald Dispensary,,Independent,Brooklyn,85 Suydam St,11221,https://theemeralddispensary.com,,,,Not Started,,,
High,4,NY,The Flowery Brooklyn,,Independent,Brooklyn,692 Grand St,11211,https://www.thefloweryny.com,,,,Not Started,,,
High,4,NY,The HiBrary Club,,Independent,Brooklyn,695 5th Ave,11215,https://thehibraryclub.com,,,,Not Started,,,
High,4,NY,The Plug,,Independent,Brooklyn,428 Rogers Ave,11225,https://theplugny.com/,,,,Not Started,,,
High,4,NY,The Spot Dispensary,,Independent,Brooklyn,154 Vanderbilt Ave,11205,https://thespotdispensary.com,,,,Not Started,,,
High,4,NY,The Travel Agency Downtown Brooklyn,,Independent,Brooklyn,118 Flatbush Ave,11217,http://thetravelagency.co,,,,Not Started,,,
High,4,NY,Tiki Leaves,,Independent,Brooklyn,1511 Neptune Ave,11224,http://www.tikileaves.com,,,,Not Started,,,
High,4,NY,Twenty8Gramz,,Independent,Brooklyn,2201 Avenue U,11229,https://www.twenty8gramz.com,,,,Not Started,,,
High,4,NY,Twisted Vibration,,Independent,Brooklyn,301 Broadway,11211,https://twistedvibration.com,,,,Not Started,,,
High,4,NY,Verdi Park Slope,,Independent,Brooklyn,360 7th Ave,11215,https://verdicannabis.com,,,,Not Started,,,
High,4,NY,Weedly NYC,,Independent,Brooklyn,9 Newkirk Plz,11226,https://weedlynyc.com,,,,Not Started,,,
High,4,NY,Yerba Buena,,Independent,Brooklyn,292 Atlantic Ave,11201,https://yerbabuena.nyc/,,,,Not Started,,,
High,4,NY,82-J Cannabis Company,,Independent,Buffalo,1673 Hertel Ave,14216,https://www.eightytwo-j.com,,,,Not Started,,,
High,4,NY,Best Budz,,Independent,Buffalo,146 Virginia St,14201,https://bestbudz716.com/,,,,Not Started,,,
High,4,NY,Buffalo Dreams,,Independent,Buffalo,900 Niagara Falls Blvd,14201,https://shopbuffalodreams.com,,,,Not Started,,,
High,4,NY,Canterra,,Independent,Buffalo,"451 Elmwood Ave, Ste 105",14222,https://canterra.co/,,,,Not Started,,,
High,4,NY,Dank 716 LLC,,Independent,Buffalo,501 Main St,14203,https://716dank.com,,,,Not Started,,,
High,4,NY,Ether,,Independent,Buffalo,5100 Genesee St,14225,https://ethernewyork.com,,,,Not Started,,,
High,4,NY,Good Life Buffalo,,Independent,Buffalo,577 Forest Ave,14222,https://goodlifeweed.com/,,,,Not Started,,,
High,4,NY,High Cloudz Buffalo,,Independent,Buffalo,2675 Main St,14214,https://highcloudzcannabis.com,,,,Not Started,,,
High,4,NY,Mammoth Cannabis,,Independent,Buffalo,212 Ohio St,14204,https://www.mammothcanna.com,,,,Not Started,,,
High,4,NY,Phenos (Microbusiness),,Independent,Buffalo,69 Allen St,14202,https://www.phenosnewyork.com/,,,,Not Started,,,
High,4,NY,Premier Earth Corp.,,Independent,Buffalo,1297 Hertel Ave,14216,https://premierearth.com,,,,Not Started,,,
High,4,NY,Public Flower,,Independent,Buffalo,232 Allen St,14201,https://publicflower.co,,,,Not Started,,,
High,4,NY,Secret Garden 716,,Independent,Buffalo,1363 Delaware Ave,14209,https://www.secretgarden716.com,,,,Not Started,,,
High,4,NY,Star Buds,,Independent,Buffalo,396 Kenmore Ave,14223,https://www.starbuds.us/new-york,,,,Not Started,,,
High,4,NY,The Cannabis Store,,Independent,Buffalo,1936 S Park Ave,14220,https://tcsbflo.com,,,,Not Started,,,
High,4,NY,The Joint,,Independent,Buffalo,904 Elmwood Ave,14222,https://thejointcannabisdispensary.com,,,,Not Started,,,
High,4,NY,Beleaf Calverton,,Independent,Calverton,4462 Middle Country Rd,11933,https://beleafny.com,,,,Not Started,,,
High,4,NY,Good Life Collective Finger Lakes,,Independent,Canandaigua,230 S Main St,14424,https://goodlifeweed.com,,,,Not Started,,,
High,4,NY,Sunwalker Farms (Microbusiness),,Independent,Canandaigua,"39 Eastern Blvd, Unit 101",14424,https://sunwalkerfarms.com/,,,,Not Started,,,
High,4,NY,Northern Lights Dispensary,,Independent,Canton,51 Main St,13617,https://nynorthernlights.com,,,,Not Started,,,
High,4,NY,Black River Supply Company,,Independent,Carthage,15 Bridge Street,13619,https://blackriversupplyco.com,,,,Not Started,,,
High,4,NY,Wilde Roots,,Independent,Castleton,4179 State Route 20,12033,https://wilderoots.com,,,,Not Started,,,
High,4,NY,Litmosphere,,Independent,Castleton-on-Hudson,1649 Columbia Tpke,12033,https://litmospheres.com,,,,Not Started,,,
High,4,NY,Budd's Dispensary,,Independent,Catskill,170 W Bridge St,12414,https://buddsdispensary.com,,,,Not Started,,,
High,4,NY,Cloud 9 Dispensary,,Independent,Cheektowaga,"1380 French Rd, Suite #1",14043,https://cloud9buffalo.com,,,,Not Started,,,
High,4,NY,East Leaf Dispensary,,Independent,Cheektowaga,2442 Clinton St,14224,https://www.eastleafdispensary.com,,,,Not Started,,,
High,4,NY,Happy Times Cannabis Co.,,Independent,Cheektowaga,3807 Harlem Rd,14215,https://happytimescannabis.com,,,,Not Started,,,
High,4,NY,Happy Times Cheektowaga,,Independent,Cheektowaga,2760 Union Rd,14227,https://happytimescannabis.com/,,,,Not Started,,,
High,4,NY,King of Budz Cannabis Company,,Independent,Cheektowaga,2200 Walden Ave,14225,https://www.kingofbudz.com/new-york/cheektowaga,,,,Not Started,,,
High,4,NY,Raven Dispensaries LLC (dba Raven's Joint),,Independent,Clay,"4106 NY-31, Ste 903",13041,https://ravensjoint.com,,,,Not Started,,,
High,4,NY,Cannabis Central,,Independent,Clifton Park,1520 Crescent Rd,12065,https://shopcannabiscentral.com,,,,Not Started,,,
High,4,NY,Capital District Cannabis Clifton Park,,Independent,Clifton Park,1508 US-9,12065,https://capitaldistrictcannabis.com,,,,Not Started,,,
High,4,NY,The Bakery Cannabis Dispensary,,Independent,Cohoes,1099 Loudon Rd,12047,https://dutchie.com/stores/the-bakery1,,,,Not Started,,,
High,4,NY,Mister Greens,,Independent,Colonie,81 Wolf Rd,12205,https://www.mistergreensny.com,,,,Not Started,,,
High,4,NY,Simply Green,,Independent,Coram,406 Middle Country Rd,11727,https://simplygreenny.com,,,,Not Started,,,
High,4,NY,Canna Culture Co.,,Independent,Corning,90 E Market St,14830,https://culturecanna.co,,,,Not Started,,,
High,4,NY,Union Chill,,Independent,Corning,34 W Pulteney St,14830,https://unionchillny.com,,,,Not Started,,,
High,4,NY,LakeHouse Cannabis,,Independent,Cortland,156 Clinton Ave,13045,https://www.lakehousecannabis.com,,,,Not Started,,,
High,4,NY,Kings House of Fire,,Independent,Cortlandt Manor,3006 E Main St,10567,https://www.kingshouseoffire.com,,,,Not Started,,,
High,4,NY,Dansville Dispensary,,Independent,Dansville,"9483 Wheeler Foster Rd, Suite C",14437,https://dansvilledispensary.com,,,,Not Started,,,
High,4,NY,Long Island Cannabis Club,,Independent,Deer Park,94 East Industry Ct,11729,https://cannabisclubli.com,,,,Not Started,,,
High,4,NY,Dream Daze,,Independent,Depew,5100 Transit Rd,14034,https://thedreamdaze.com,,,,Not Started,,,
High,4,NY,Herbal IQ,,Independent,Depew,6300 Transit Rd,14043,https://herbaliq.org,,,,Not Started,,,
High,4,NY,The Phinest Buds,,Independent,Depew,"576 Dick Rd, Ste 10",14043,https://www.thephinestbuds.com,,,,Not Started,,,
High,4,NY,The Smoking Buffalo,,Independent,Depew,2540 George Urban Blvd,14043,https://www.thesmokingbuffalodispensary.com,,,,Not Started,,,
High,4,NY,Canna Vibes NY,,Independent,Deposit,146 Front St,13754,https://cannavibesny.com,,,,Not Started,,,
High,4,NY,Geneva Naturals LLC (dba Dryden Dispensary),,Independent,Dryden,2207 Dryden Rd,13053,https://www.drydendispensary.com,,,,Not Started,,,
High,4,NY,Realistic Health & Wellness (Microbusiness),,Independent,East Amherst,"9570 Transit Route, Ste 200",14051,https://www.realisticdispo.com/,,,,Not Started,,,
High,4,NY,Buffalo Kind (Microbusiness),,Independent,East Aurora,640 Main St,14052,https://buffalokind.com,,,,Not Started,,,
High,4,NY,East Leaf Dispensary East Aurora,,Independent,East Aurora,203 Main St,14052,https://www.eastleafdispensary.com,,,,Not Started,,,
High,4,NY,Waterman's Greenhouse (dba Greenside Cannabis) (Microbusiness),,Independent,East Concord,12317 Vaughn St,14055,https://greensidecannabis.com/,,,,Not Started,,,
High,4,NY,Enflor,,Independent,East Elmhurst,3264 85th St,11370,https://enflor.com,,,,Not Started,,,
High,4,NY,Smokey Paradise,,Independent,East Greenbush,574 Columbia Tpke,12061,https://www.smokeyparadise.com,,,,Not Started,,,
High,4,NY,Grass Roots Wellness (Microbusiness),,Independent,East Rochester,350 W Commercial St,14445,https://grassrootswellnessny.com,,,,Not Started,,,
High,4,NY,Strong Strains,,Independent,East Setauket,19 Technology Dr,11733,https://strongstrains.com,,,,Not Started,,,
High,4,NY,Canna Planet Ellenville,,Independent,Ellenville,37 N Main St,12428,https://cannaplanet.com,,,,Not Started,,,
High,4,NY,Enchanted Mountains Cannabis Company,,Independent,Ellicottville,24 Washington St,14731,https://enchantedmountainscannaco.com,,,,Not Started,,,
High,4,NY,The Dabbery Hashery (Microbusiness),,Independent,Elmira,1051 College Ave,14901,https://dabberhashery.com,,,,Not Started,,,
High,4,NY,The Goodie Bag,,Independent,Elmira,260 Clemens Center Pkwy,14901,https://www.goodiebagny.com,,,,Not Started,,,
High,4,NY,The Weigh Station,,Independent,Evan Mills,8723 Noble St,13637,https://theweighstation.co,,,,Not Started,,,
High,4,NY,"Happy Days Dispensary, Inc.",,Independent,Farmingdale,105 Route 109,11735,https://happydaysli.com,,,,Not Started,,,
High,4,NY,Holy Buds (Delivery Only),,Independent,Farmingdale,,,https://www.holybuds.net,,,,Not Started,,,
High,4,NY,Planet Nugg,,Independent,Farmingdale,2043 Wellwood Ave,11735,https://planetnugg.com,,,,Not Started,,,
High,4,NY,Strain Stars LLC,,Independent,Farmingdale,1815 Broadhollow Rd,11735,https://strainstarsny.com,,,,Not Started,,,
High,4,NY,Canna Blooms Dispensary,,Independent,Farmingville,2400 N Ocean Ave,11738,https://cannablooms.com,,,,Not Started,,,
High,4,NY,Organic Blooms,,Independent,Findley Lake,2971 Route 426,14736,https://organicbloomsny.com,,,,Not Started,,,
High,4,NY,Farmers Choice Dispensary,,Independent,Fishkill,18 Westage Dr,12524,https://farmerschoicedispensary.com/,,,,Not Started,,,
High,4,NY,Gratitude Buds,,Independent,Fishkill,814 NY-52,12524,https://gratitudebuds.com,,,,Not Started,,,
High,4,NY,Gaea's Garden (Microbusiness),,Independent,Flushing,134-24 Northern Blvd,11354,https://gaeas.garden/,,,,Not Started,,,
High,4,NY,House of Strains,,Independent,Flushing,161-05 29th Ave,11358,https://www.houseofstrains.com,,,,Not Started,,,
High,4,NY,Just A Little Higher Kew Gardens,,Independent,Flushing,146-01 Union Tpke,11367,https://justalittlehigher.com,,,,Not Started,,,
High,4,NY,The Flowery Queens,,Independent,Forest Hills,63-54 108th St,11375,https://thefloweryny.com,,,,Not Started,,,
High,4,NY,High Road,,Independent,Fresh Meadows,185-24 Horace Harding Expy,11365,https://highroadnyc.com,,,,Not Started,,,
High,4,NY,Leafy Wonders LLC,,Independent,Fulton,956 South 1st St,13069,https://www.leafywonders.com,,,,Not Started,,,
